id,neighborhood,age,data,latitude,longitude,main_reason,race,genre,address,police_action
FC-00472,CASA AMARELA,55,02/05/2023 21:36:24,-8.033931,-34.857216,ROUBO,PRETA,HOMEM CIS,"Rua 29, CASA AMARELA - Recife/PE",False
FC-00473,JARDIM SAO PAULO,30,28/02/2025 21:47:41,-8.004194,-34.850415,DISPARO,PARDA,HOMEM CIS,"Rua 476, JARDIM SAO PAULO - Recife/PE",False
FC-00474,IBURA,36,19/09/2018 03:32:44,-8.080385,-34.888782,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 26, IBURA - Recife/PE",False
FC-00475,SANTO AMARO,24,08/02/2023 15:50:25,-8.060518,-34.873134,AMEACA,BRANCA,NAO IDENTIFICADO,"Rua 173, SANTO AMARO - Recife/PE",False
FC-00476,COHAB,10,14/09/2019 21:08:48,-8.058831,-34.90831,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 287, COHAB - Recife/PE",False
FC-00477,VARZEA,27,08/09/2025 08:17:49,-8.03583,-34.914078,DISPARO,PRETA,HOMEM CIS,"Rua 351, VARZEA - Recife/PE",False
FC-00478,JARDIM SAO PAULO,39,12/06/2021 19:01:49,-8.002419,-34.856749,DISPARO,PRETA,HOMEM CIS,"Rua 180, JARDIM SAO PAULO - Recife/PE",False
FC-00479,BREJO DA GUARDEIRA,26,07/04/2018 20:09:48,-8.069152,-34.900746,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,NAO IDENTIFICADO,"Rua 44, BREJO DA GUARDEIRA - Recife/PE",False
FC-00480,COHAB,49,01/05/2025 13:51:07,-8.063527,-34.902795,ROUBO,BRANCA,HOMEM CIS,"Rua 242, COHAB - Recife/PE",False
FC-00481,IBURA,37,18/05/2022 17:46:09,-8.07848,-34.891457,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 343, IBURA - Recife/PE",False
FC-00482,IBURA,14,07/05/2019 21:39:17,-8.080801,-34.893954,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 336, IBURA - Recife/PE",True
FC-00483,JARDIM SAO PAULO,23,28/06/2025 02:18:55,-8.003241,-34.851285,TIRO,PRETA,HOMEM CIS,"Rua 198, JARDIM SAO PAULO - Recife/PE",False
FC-00484,NOVA DESCOBERTA,30,18/10/2021 02:12:32,-8.014074,-34.859893,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,"Rua 288, NOVA DESCOBERTA - Recife/PE",False
FC-00485,JARDIM SAO PAULO,32,24/07/2021 03:22:43,-7.997195,-34.853303,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 321, JARDIM SAO PAULO - Recife/PE",False
FC-00486,IPUTINGA,15,13/05/2018 22:52:01,-8.02574,-34.891857,HOMICIDIO/TENTATIVA,BRANCA,NAO IDENTIFICADO,"Rua 486, IPUTINGA - Recife/PE",False
FC-00487,NOVA DESCOBERTA,45,17/07/2019 23:39:55,-8.01298,-34.865415,TIRO,PARDA,HOMEM CIS,"Rua 117, NOVA DESCOBERTA - Recife/PE",False
FC-00488,ESTACAO,15,18/08/2023 03:41:08,-8.053627,-34.873552,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 351, ESTACAO - Recife/PE",False
FC-00489,CASA AMARELA,23,14/03/2022 23:49:09,-8.030234,-34.85499,TIRO,NAO IDENTIFICADO,MULHER CIS,"Rua 290, CASA AMARELA - Recife/PE",False
FC-00490,JARDIM SAO PAULO,34,27/06/2019 21:46:01,-8.008588,-34.853666,BRIGA,PRETA,HOMEM CIS,"Rua 451, JARDIM SAO PAULO - Recife/PE",False
FC-00491,GRACO,48,24/11/2024 10:49:12,-8.044829,-34.870402,TIRO,NAO IDENTIFICADO,MULHER CIS,"Rua 95, GRACO - Recife/PE",False
FC-00492,IBURA,28,08/10/2023 07:01:22,-8.084355,-34.890055,TIRO,PRETA,NAO IDENTIFICADO,"Rua 400, IBURA - Recife/PE",False
FC-00493,SAN MARTIN,28,16/07/2021 16:10:12,-8.038741,-34.880662,TIRO,PRETA,HOMEM CIS,"Rua 210, SAN MARTIN - Recife/PE",False
FC-00494,TOTOS,24,25/04/2024 05:11:59,-8.035833,-34.866118,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 225, TOTOS - Recife/PE",False
FC-00495,CURADO,50,25/07/2020 01:47:52,-8.071199,-34.909326,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 161, CURADO - Recife/PE",False
FC-00496,CORDOARIA,45,26/12/2023 01:06:28,-8.062255,-34.878282,DISPARO,PRETA,MULHER CIS,"Rua 450, CORDOARIA - Recife/PE",False
FC-00497,IBURA,15,13/09/2024 17:40:03,-8.078212,-34.893656,DISPARO,NAO IDENTIFICADO,NAO IDENTIFICADO,"Rua 226, IBURA - Recife/PE",False
FC-00498,CORDOARIA,60,02/10/2021 20:57:09,-8.059693,-34.872446,DISPARO,PARDA,HOMEM CIS,"Rua 331, CORDOARIA - Recife/PE",False
FC-00499,SAN MARTIN,48,18/12/2025 03:26:20,-8.033982,-34.871815,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 92, SAN MARTIN - Recife/PE",False
FC-00500,SAN MARTIN,48,23/06/2019 19:45:50,-8.036928,-34.876222,ROUBO,PARDA,MULHER CIS,"Rua 376, SAN MARTIN - Recife/PE",False
FC-00501,COHAB,39,24/07/2022 21:32:39,-8.066654,-34.907455,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 194, COHAB - Recife/PE",False
FC-00502,MANGABEIRA,29,06/03/2025 21:11:49,-8.010511,-34.87136,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 215, MANGABEIRA - Recife/PE",False
FC-00503,IPUTINGA,38,07/03/2020 00:48:16,-8.025134,-34.892735,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,"Rua 255, IPUTINGA - Recife/PE",True
FC-00504,CAXANGA,47,22/10/2020 16:26:28,-8.028425,-34.920581,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 308, CAXANGA - Recife/PE",False
FC-00505,IBURA,21,02/04/2024 04:03:41,-8.0876,-34.892248,TIRO,NAO IDENTIFICADO,MULHER CIS,"Rua 75, IBURA - Recife/PE",False
FC-00506,CAXANGA,28,04/01/2025 15:11:10,-8.02046,-34.918108,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 313, CAXANGA - Recife/PE",False
FC-00507,SANTO AMARO,17,19/12/2025 14:02:05,-8.052438,-34.866337,DISPARO,PRETA,HOMEM CIS,"Rua 166, SANTO AMARO - Recife/PE",False
FC-00508,CORDOARIA,36,16/05/2022 03:44:55,-8.058679,-34.875878,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 270, CORDOARIA - Recife/PE",False
FC-00509,ESTACAO,25,17/11/2023 23:30:46,-8.049734,-34.865346,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 479, ESTACAO - Recife/PE",False
FC-00510,POCO DA PANELA,48,20/10/2020 13:08:39,-8.036467,-34.865359,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 267, POCO DA PANELA - Recife/PE",False
FC-00511,AFLITOS,31,07/05/2020 00:01:29,-8.050305,-34.87103,ROUBO,PARDA,HOMEM CIS,"Rua 61, AFLITOS - Recife/PE",False
FC-00512,ESPINHEIRO,28,18/06/2018 21:13:00,-8.043398,-34.872784,DISPARO,PRETA,HOMEM CIS,"Rua 354, ESPINHEIRO - Recife/PE",False
FC-00513,NOVA DESCOBERTA,36,04/01/2021 20:21:25,-8.016598,-34.86851,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 316, NOVA DESCOBERTA - Recife/PE",False
FC-00514,JAQUEIRA,8,16/08/2025 21:41:08,-8.038083,-34.862683,AMEACA,NAO IDENTIFICADO,MULHER CIS,"Rua 322, JAQUEIRA - Recife/PE",False
FC-00515,SAN MARTIN,55,02/12/2024 21:19:36,-8.041371,-34.879807,DISPARO,PARDA,MULHER CIS,"Rua 162, SAN MARTIN - Recife/PE",False
FC-00516,MANGABEIRA,35,03/06/2025 23:17:53,-8.012995,-34.869095,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 193, MANGABEIRA - Recife/PE",True
FC-00517,VASCO DA GAMA,42,23/05/2023 21:45:02,-8.051319,-34.8803,DISPARO,PRETA,MULHER CIS,"Rua 45, VASCO DA GAMA - Recife/PE",False
FC-00518,ALTO JOSE DO PINHO,27,06/05/2020 02:50:02,-8.022634,-34.887481,BRIGA,NAO IDENTIFICADO,HOMEM CIS,"Rua 468, ALTO JOSE DO PINHO - Recife/PE",False
FC-00519,COHAB,27,16/06/2019 21:33:19,-8.063898,-34.902259,ROUBO,PARDA,HOMEM CIS,"Rua 74, COHAB - Recife/PE",False
FC-00520,TOTOS,20,24/04/2025 01:24:45,-8.033522,-34.865813,DISPARO,AMARELA,HOMEM CIS,"Rua 60, TOTOS - Recife/PE",False
FC-00521,IBURA,31,02/08/2019 02:49:42,-8.084242,-34.899273,DISPARO,PRETA,MULHER CIS,"Rua 12, IBURA - Recife/PE",False
FC-00522,MANGABEIRA,40,18/05/2020 12:28:42,-8.007789,-34.870844,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 77, MANGABEIRA - Recife/PE",False
FC-00523,VARZEA,30,12/09/2019 18:17:09,-8.033452,-34.919688,DISPARO,BRANCA,HOMEM CIS,"Rua 412, VARZEA - Recife/PE",False
FC-00524,IPUTINGA,23,02/08/2021 03:30:57,-8.025617,-34.896763,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 55, IPUTINGA - Recife/PE",False
FC-00525,CORDOARIA,33,27/11/2025 20:28:39,-8.06207,-34.871601,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 171, CORDOARIA - Recife/PE",False
FC-00526,CASA AMARELA,29,19/08/2025 03:52:51,-8.036845,-34.856506,DISPARO,PRETA,HOMEM CIS,"Rua 240, CASA AMARELA - Recife/PE",False
FC-00527,COHAB,21,05/04/2022 21:39:16,-8.067431,-34.904398,AMEACA,PRETA,HOMEM CIS,"Rua 201, COHAB - Recife/PE",False
FC-00528,VARZEA,48,01/08/2021 01:07:22,-8.038047,-34.914815,ROUBO,NAO IDENTIFICADO,MULHER CIS,"Rua 434, VARZEA - Recife/PE",False
FC-00529,VARZEA,35,26/12/2019 02:35:41,-8.032921,-34.914471,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 155, VARZEA - Recife/PE",False
FC-00530,ALTO JOSE DO PINHO,25,13/08/2022 01:13:52,-8.022483,-34.884742,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 221, ALTO JOSE DO PINHO - Recife/PE",False
FC-00531,POCO DA PANELA,17,22/11/2020 02:59:45,-8.043764,-34.86069,DISPARO,PARDA,HOMEM CIS,"Rua 250, POCO DA PANELA - Recife/PE",False
FC-00532,COHAB,40,13/05/2022 01:06:43,-8.072089,-34.908029,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 395, COHAB - Recife/PE",False
FC-00533,CASA AMARELA,37,19/03/2020 22:40:51,-8.025828,-34.859938,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 76, CASA AMARELA - Recife/PE",True
FC-00534,SANTO AMARO,21,22/04/2022 21:19:36,-8.058549,-34.865875,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 348, SANTO AMARO - Recife/PE",False
FC-00535,IPUTINGA,22,19/02/2021 00:32:25,-8.030398,-34.894448,OUTRO,NAO IDENTIFICADO,MULHER CIS,"Rua 437, IPUTINGA - Recife/PE",False
FC-00536,IPUTINGA,18,04/06/2023 21:55:01,-8.027632,-34.888126,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 360, IPUTINGA - Recife/PE",False
FC-00537,BREJO DA GUARDEIRA,33,22/04/2022 04:08:12,-8.070757,-34.900875,DISPARO,PRETA,HOMEM CIS,"Rua 432, BREJO DA GUARDEIRA - Recife/PE",False
FC-00538,JARDIM SAO PAULO,10,01/03/2023 02:01:09,-8.002351,-34.855234,OUTRO,NAO IDENTIFICADO,MULHER CIS,"Rua 250, JARDIM SAO PAULO - Recife/PE",False
FC-00539,SANTO AMARO,26,26/08/2024 20:59:27,-8.048421,-34.869104,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,NAO IDENTIFICADO,"Rua 233, SANTO AMARO - Recife/PE",False
FC-00540,ALTO JOSE DO PINHO,20,01/10/2020 18:54:46,-8.021279,-34.881555,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 257, ALTO JOSE DO PINHO - Recife/PE",False
FC-00541,NOVA DESCOBERTA,33,23/08/2018 14:37:30,-8.019315,-34.862242,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"Rua 41, NOVA DESCOBERTA - Recife/PE",False
FC-00542,VARZEA,21,17/08/2024 02:56:39,-8.02938,-34.91176,OUTRO,AMARELA,HOMEM CIS,"Rua 242, VARZEA - Recife/PE",False
FC-00543,VASCO DA GAMA,24,10/10/2022 19:57:21,-8.051157,-34.879796,TIRO,PRETA,HOMEM CIS,"Rua 6, VASCO DA GAMA - Recife/PE",False
FC-00544,SAN MARTIN,40,10/05/2021 04:44:59,-8.038546,-34.880539,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 156, SAN MARTIN - Recife/PE",False
FC-00545,AFLITOS,22,22/01/2019 23:51:47,-8.04191,-34.873004,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 147, AFLITOS - Recife/PE",False
FC-00546,ALTO JOSE DO PINHO,25,09/10/2020 10:16:00,-8.022865,-34.883729,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 310, ALTO JOSE DO PINHO - Recife/PE",False
FC-00547,VARZEA,54,26/05/2024 20:31:11,-8.038203,-34.914927,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 442, VARZEA - Recife/PE",False
FC-00548,IBURA,42,25/08/2024 23:49:24,-8.082239,-34.890643,DISPARO,BRANCA,NAO IDENTIFICADO,"Rua 226, IBURA - Recife/PE",False
FC-00549,AFLITOS,17,25/05/2018 21:03:10,-8.043715,-34.872561,AMEACA,PRETA,HOMEM CIS,"Rua 244, AFLITOS - Recife/PE",False
FC-00550,IPUTINGA,41,13/12/2021 16:09:33,-8.024438,-34.885231,DISPARO,PARDA,HOMEM CIS,"Rua 7, IPUTINGA - Recife/PE",False
FC-00551,IPUTINGA,36,04/01/2022 22:40:22,-8.027023,-34.892417,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 222, IPUTINGA - Recife/PE",False
FC-00552,BREJO DA GUARDEIRA,25,21/05/2024 18:29:49,-8.068985,-34.900886,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 124, BREJO DA GUARDEIRA - Recife/PE",False
FC-00553,AFLITOS,32,11/03/2023 18:43:00,-8.041047,-34.87502,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 7, AFLITOS - Recife/PE",False
FC-00554,ESTACAO,43,07/05/2024 01:39:05,-8.049049,-34.871354,DISPARO,PRETA,HOMEM CIS,"Rua 305, ESTACAO - Recife/PE",True
FC-00555,SANTO AMARO,8,03/02/2023 21:08:24,-8.059823,-34.866109,TIRO,BRANCA,MULHER CIS,"Rua 461, SANTO AMARO - Recife/PE",False
FC-00556,SANTO AMARO,29,15/05/2020 20:04:40,-8.060998,-34.871514,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 142, SANTO AMARO - Recife/PE",False
FC-00557,TOTOS,40,09/02/2020 21:24:24,-8.03636,-34.865717,AMEACA,PRETA,HOMEM CIS,"Rua 31, TOTOS - Recife/PE",False
FC-00558,NOVA DESCOBERTA,25,20/04/2025 14:41:31,-8.016175,-34.867767,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 277, NOVA DESCOBERTA - Recife/PE",False
FC-00559,TOTOS,49,02/02/2023 02:36:46,-8.038967,-34.861349,ROUBO,PRETA,HOMEM CIS,"Rua 229, TOTOS - Recife/PE",False
FC-00560,IBURA,48,09/07/2018 03:21:57,-8.079005,-34.893295,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 2, IBURA - Recife/PE",False
FC-00561,ALTO JOSE DO PINHO,37,18/02/2024 06:24:44,-8.020073,-34.887711,DISPARO,NAO IDENTIFICADO,MULHER CIS,"Rua 247, ALTO JOSE DO PINHO - Recife/PE",False
FC-00562,COHAB,33,21/01/2021 23:41:05,-8.068537,-34.901437,HOMICIDIO/TENTATIVA,AMARELA,HOMEM CIS,"Rua 437, COHAB - Recife/PE",False
FC-00563,JAQUEIRA,24,18/03/2023 01:24:42,-8.037397,-34.86715,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 357, JAQUEIRA - Recife/PE",False
FC-00564,CORDOARIA,26,24/08/2025 04:02:12,-8.05624,-34.874425,DISPARO,PRETA,HOMEM CIS,"Rua 304, CORDOARIA - Recife/PE",True
FC-00565,NOVA DESCOBERTA,40,01/08/2022 01:03:21,-8.019038,-34.864621,TIRO,PARDA,HOMEM CIS,"Rua 22, NOVA DESCOBERTA - Recife/PE",False
FC-00566,ESTACAO,53,05/09/2025 21:14:59,-8.056001,-34.873033,DISPARO,PRETA,HOMEM CIS,"Rua 377, ESTACAO - Recife/PE",False
FC-00567,VARZEA,36,21/12/2018 03:11:40,-8.034461,-34.913948,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 158, VARZEA - Recife/PE",True
FC-00568,CASA AMARELA,35,04/02/2018 17:51:39,-8.030096,-34.856671,AMEACA,PRETA,HOMEM CIS,"Rua 412, CASA AMARELA - Recife/PE",False
FC-00569,VARZEA,34,22/02/2021 18:08:20,-8.035724,-34.912982,TIRO,PARDA,HOMEM CIS,"Rua 407, VARZEA - Recife/PE",False
FC-00570,VARZEA,52,06/07/2020 20:35:10,-8.035398,-34.917924,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 474, VARZEA - Recife/PE",False
FC-00571,BREJO DA GUARDEIRA,43,01/03/2021 21:05:00,-8.070361,-34.906518,TIRO,PARDA,HOMEM CIS,"Rua 475, BREJO DA GUARDEIRA - Recife/PE",True
FC-00572,COHAB,40,23/08/2024 03:09:40,-8.066606,-34.905272,DISPARO,PARDA,HOMEM CIS,"Rua 231, COHAB - Recife/PE",False
FC-00573,ESTACAO,36,20/08/2020 23:40:52,-8.052429,-34.868872,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"Rua 179, ESTACAO - Recife/PE",False
FC-00574,ESTACAO,24,12/10/2025 21:34:32,-8.051461,-34.871779,OUTRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 395, ESTACAO - Recife/PE",False
FC-00575,VASCO DA GAMA,38,16/08/2019 04:42:59,-8.053154,-34.882806,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 331, VASCO DA GAMA - Recife/PE",True
FC-00576,CORDOARIA,43,02/08/2025 02:03:59,-8.059608,-34.870576,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 81, CORDOARIA - Recife/PE",False
FC-00577,POCO DA PANELA,34,19/10/2024 12:12:47,-8.029485,-34.86267,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"Rua 167, POCO DA PANELA - Recife/PE",False
FC-00578,NOVA DESCOBERTA,25,13/04/2021 22:04:30,-8.015058,-34.86591,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 28, NOVA DESCOBERTA - Recife/PE",False
FC-00579,CURADO,39,15/03/2021 20:40:22,-8.074849,-34.913161,DISPARO,BRANCA,HOMEM CIS,"Rua 104, CURADO - Recife/PE",False
FC-00580,IPUTINGA,17,15/08/2019 15:48:21,-8.025149,-34.887868,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"Rua 152, IPUTINGA - Recife/PE",False
FC-00581,BREJO DA GUARDEIRA,28,28/09/2019 06:26:54,-8.070506,-34.89979,TIRO,PRETA,HOMEM CIS,"Rua 442, BREJO DA GUARDEIRA - Recife/PE",False
FC-00582,ROSARINHO,43,28/12/2024 08:20:27,-8.042782,-34.864285,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 457, ROSARINHO - Recife/PE",False
FC-00583,JARDIM SAO PAULO,45,02/01/2021 23:46:49,-8.003497,-34.854431,ROUBO,BRANCA,MULHER CIS,"Rua 218, JARDIM SAO PAULO - Recife/PE",False
FC-00584,ALTO JOSE DO PINHO,42,03/04/2022 18:00:44,-8.02811,-34.882966,AMEACA,PARDA,HOMEM CIS,"Rua 487, ALTO JOSE DO PINHO - Recife/PE",False
FC-00585,VARZEA,22,10/11/2018 04:29:54,-8.040492,-34.913466,OUTRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 299, VARZEA - Recife/PE",False
FC-00586,IBURA,46,21/06/2021 16:40:00,-8.082412,-34.889141,ROUBO,PARDA,HOMEM CIS,"Rua 37, IBURA - Recife/PE",False
FC-00587,CORDOARIA,49,20/12/2024 18:50:13,-8.054055,-34.86808,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 42, CORDOARIA - Recife/PE",False
FC-00588,VASCO DA GAMA,38,02/06/2025 02:23:29,-8.054774,-34.884806,DISPARO,BRANCA,HOMEM CIS,"Rua 188, VASCO DA GAMA - Recife/PE",False
FC-00589,CORDOARIA,27,11/03/2024 07:07:41,-8.06053,-34.866487,DISPARO,PRETA,HOMEM CIS,"Rua 481, CORDOARIA - Recife/PE",False
FC-00590,ESPINHEIRO,29,12/06/2024 22:32:43,-8.04163,-34.866346,AMEACA,PRETA,MULHER CIS,"Rua 28, ESPINHEIRO - Recife/PE",False
FC-00591,IBURA,30,18/12/2019 20:34:57,-8.076915,-34.893868,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 318, IBURA - Recife/PE",False
FC-00592,CORDOARIA,32,15/04/2025 02:25:57,-8.060227,-34.87696,BRIGA,PRETA,HOMEM CIS,"Rua 491, CORDOARIA - Recife/PE",False
FC-00593,JAQUEIRA,22,17/04/2022 23:01:18,-8.038111,-34.869288,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 350, JAQUEIRA - Recife/PE",False
FC-00594,MANGABEIRA,21,07/05/2023 01:55:51,-8.014219,-34.870249,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 486, MANGABEIRA - Recife/PE",False
FC-00595,ALTO JOSE DO PINHO,11,19/08/2024 20:33:53,-8.01772,-34.884753,TIRO,PRETA,HOMEM CIS,"Rua 235, ALTO JOSE DO PINHO - Recife/PE",False
FC-00596,IPUTINGA,12,12/08/2020 23:49:54,-8.028928,-34.895256,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"Rua 181, IPUTINGA - Recife/PE",True
FC-00597,IPUTINGA,36,06/03/2022 21:44:57,-8.023979,-34.898626,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"Rua 79, IPUTINGA - Recife/PE",False
FC-00598,VARZEA,31,06/06/2022 05:45:02,-8.03548,-34.912986,DISPARO,AMARELA,HOMEM CIS,"Rua 177, VARZEA - Recife/PE",False
FC-00599,VARZEA,32,13/01/2019 22:49:09,-8.037256,-34.915957,DISPARO,BRANCA,HOMEM CIS,"Rua 476, VARZEA - Recife/PE",False
FC-00600,IPUTINGA,20,10/12/2021 16:18:48,-8.024772,-34.892936,BRIGA,PRETA,HOMEM CIS,"Rua 294, IPUTINGA - Recife/PE",False
FC-00601,SANTO AMARO,52,24/02/2021 16:02:08,-8.058182,-34.872125,ROUBO,PRETA,HOMEM CIS,"Rua 60, SANTO AMARO - Recife/PE",False
FC-00602,IPUTINGA,11,20/01/2019 19:37:33,-8.033409,-34.897752,DISPARO,PARDA,HOMEM CIS,"Rua 480, IPUTINGA - Recife/PE",False
FC-00603,TOTOS,33,17/02/2023 14:31:20,-8.036474,-34.869744,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"Rua 262, TOTOS - Recife/PE",False
FC-00604,JARDIM SAO PAULO,44,13/06/2024 14:18:22,-8.006449,-34.85456,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,MULHER CIS,"Rua 229, JARDIM SAO PAULO - Recife/PE",False
FC-00605,CURADO,49,10/08/2025 04:46:57,-8.067309,-34.910806,DISPARO,PRETA,HOMEM CIS,"Rua 459, CURADO - Recife/PE",False
FC-00606,ESTACAO,19,11/09/2021 01:37:48,-8.059455,-34.873157,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"Rua 4, ESTACAO - Recife/PE",False
FC-00607,ESTACAO,29,07/03/2023 04:24:18,-8.055962,-34.871394,DISPARO,NAO IDENTIFICADO,MULHER CIS,"Rua 22, ESTACAO - Recife/PE",False
FC-00608,CASA AMARELA,30,01/04/2024 21:09:16,-8.032675,-34.86195,DISPARO,PRETA,HOMEM CIS,"Rua 328, CASA AMARELA - Recife/PE",False
FC-00609,CAXANGA,32,23/08/2021 19:01:07,-8.023674,-34.923271,ROUBO,PRETA,HOMEM CIS,"Rua 253, CAXANGA - Recife/PE",False
FC-00610,ROSARINHO,46,21/05/2022 20:44:52,-8.040296,-34.864943,DISPARO,PRETA,HOMEM CIS,"Rua 263, ROSARINHO - Recife/PE",False
FC-00611,AFLITOS,38,23/08/2019 03:10:03,-8.0443,-34.869141,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"Rua 215, AFLITOS - Recife/PE",False
FC-00612,VASCO DA GAMA,36,17/02/2023 05:40:11,-8.056837,-34.878915,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,MULHER CIS,"Rua 307, VASCO DA GAMA - Recife/PE",False
FC-00613,ESPINHEIRO,16,09/05/2023 20:44:23,-8.041674,-34.8681,AMEACA,PARDA,HOMEM CIS,"Rua 297, ESPINHEIRO - Recife/PE",False
FC-00614,IPUTINGA,27,11/07/2024 22:10:06,-8.028386,-34.898646,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"Rua 258, IPUTINGA - Recife/PE",False
FC-00615,NOVA DESCOBERTA,23,28/09/2024 18:35:44,-8.014721,-34.86452,TIRO,PARDA,HOMEM CIS,"Rua 59, NOVA DESCOBERTA - Recife/PE",False
FC-00616,ESTACAO,17,10/06/2018 20:08:52,-8.049203,-34.873599,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,MULHER CIS,"Rua 306, ESTACAO - Recife/PE",False
FC-00617,ALTO JOSE DO PINHO,37,08/02/2024 03:44:09,-8.018718,-34.886939,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,NAO IDENTIFICADO,"Rua 158, ALTO JOSE DO PINHO - Recife/PE",False
FC-00618,COHAB,51,01/02/2024 21:48:27,-8.068581,-34.902243,TIRO,NAO IDENTIFICADO,HOMEM CIS,"Rua 56, COHAB - Recife/PE",True
FC-00619,IBURA,42,03/01/2025 12:00:48,-8.084012,-34.887823,DISPARO,PRETA,HOMEM CIS,"Rua 64, IBURA - Recife/PE",False
FC-00620,JARDIM SAO PAULO,26,05/02/2021 21:17:37,-8.004134,-34.854219,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,"Rua 83, JARDIM SAO PAULO - Recife/PE",False
FC-00621,CAXANGA,28,25/10/2018 00:13:45,-8.022568,-34.91762,DISPARO,PRETA,HOMEM CIS,"Rua 145, CAXANGA - Recife/PE",False
