id,neighborhood,age,data,latitude,longitude,main_reason,race,genre,police_action,hora_estimada,hora_valida,ano,mes,nome_mes,dia,dia_semana,trimestre,fim_semana,hora,periodo,ageGroup
FC-00343,AFLITOS,30.0,2024-10-02 19:03:42,-8.045,-34.87,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,19.0,2024,10,OUTUBRO,2,QUARTA-FEIRA,4,False,19.0,NOITE,ADULTO
FC-00344,IBURA,17.0,2022-08-23 03:44:43,-8.083,-34.897,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,3.0,2022,8,AGOSTO,23,TERÇA-FEIRA,3,False,3.0,MADRUGADA,ADOLESCENTE
FC-00345,ESTACAO,34.0,2023-07-27 22:32:46,-8.051,-34.872,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,22.0,2023,7,JULHO,27,QUINTA-FEIRA,3,False,22.0,NOITE,ADULTO
FC-00346,COHAB,48.0,2020-09-07 13:26:18,-8.069,-34.909,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,13.0,2020,9,SETEMBRO,7,SEGUNDA-FEIRA,3,False,13.0,TARDE,ADULTO
FC-00347,ALTO JOSE DO PINHO,32.0,2018-11-03 22:53:36,-8.017,-34.88,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,False,False,22.0,2018,11,NOVEMBRO,3,SÁBADO,4,True,22.0,NOITE,ADULTO
FC-00348,JAQUEIRA,24.0,2025-11-08 16:18:16,-8.035,-34.868,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,16.0,2025,11,NOVEMBRO,8,SÁBADO,4,True,16.0,TARDE,ADULTO
FC-00349,CASA AMARELA,29.0,2023-07-24 02:54:48,-8.029,-34.858,DISPARO,PARDA,MULHER CIS,False,False,2.0,2023,7,JULHO,24,SEGUNDA-FEIRA,3,False,2.0,MADRUGADA,ADULTO
FC-00350,CAXANGA,11.0,2022-10-09 21:05:23,-8.021,-34.916,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2022,10,OUTUBRO,9,DOMINGO,4,True,21.0,NOITE,CRIANCA
FC-00351,COHAB,22.0,2023-08-26 15:56:51,-8.064,-34.904,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,15.0,2023,8,AGOSTO,26,SÁBADO,3,True,15.0,TARDE,ADULTO
FC-00352,BOA VISTA,33.0,2021-10-16 21:43:28,-8.052,-34.877,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,False,False,21.0,2021,10,OUTUBRO,16,SÁBADO,4,True,21.0,NOITE,ADULTO
FC-00353,TOTOS,29.0,2024-03-16 22:07:56,-8.034,-34.863,ROUBO,PARDA,HOMEM CIS,False,False,22.0,2024,3,MARÇO,16,SÁBADO,1,True,22.0,NOITE,ADULTO
FC-00354,IBURA,25.0,2022-12-19 20:14:42,-8.08,-34.901,ROUBO,NAO IDENTIFICADO,HOMEM CIS,False,False,20.0,2022,12,DEZEMBRO,19,SEGUNDA-FEIRA,4,False,20.0,NOITE,ADULTO
FC-00355,ALTO JOSE DO PINHO,43.0,2020-06-22 20:24:09,-8.025,-34.886,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,20.0,2020,6,JUNHO,22,SEGUNDA-FEIRA,2,False,20.0,NOITE,ADULTO
FC-00356,CURADO,16.0,2022-08-28 17:10:04,-8.074,-34.907,BRIGA,NAO IDENTIFICADO,HOMEM CIS,False,False,17.0,2022,8,AGOSTO,28,DOMINGO,3,True,17.0,TARDE,ADOLESCENTE
FC-00357,NOVA DESCOBERTA,23.0,2023-07-27 07:29:28,-8.014,-34.865,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,NAO IDENTIFICADO,False,False,7.0,2023,7,JULHO,27,QUINTA-FEIRA,3,False,7.0,MANHÃ,ADULTO
FC-00358,COHAB,35.0,2024-01-04 15:02:35,-8.065,-34.909,OUTRO,NAO IDENTIFICADO,HOMEM CIS,False,False,15.0,2024,1,JANEIRO,4,QUINTA-FEIRA,1,False,15.0,TARDE,ADULTO
FC-00359,COHAB,41.0,2022-04-21 20:21:23,-8.066,-34.91,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,False,False,20.0,2022,4,ABRIL,21,QUINTA-FEIRA,2,False,20.0,NOITE,ADULTO
FC-00360,NOVA DESCOBERTA,24.0,2022-11-12 20:07:06,-8.01,-34.862,TIRO,PRETA,HOMEM CIS,False,False,20.0,2022,11,NOVEMBRO,12,SÁBADO,4,True,20.0,NOITE,ADULTO
FC-00361,IBURA,25.0,2022-06-23 02:57:10,-8.083,-34.893,AMEACA,PRETA,HOMEM CIS,False,False,2.0,2022,6,JUNHO,23,QUINTA-FEIRA,2,False,2.0,MADRUGADA,ADULTO
FC-00362,AFLITOS,54.0,2020-07-07 16:50:12,-8.044,-34.871,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,16.0,2020,7,JULHO,7,TERÇA-FEIRA,3,False,16.0,TARDE,ADULTO
FC-00363,ESPINHEIRO,42.0,2019-08-15 19:32:08,-8.041,-34.869,TIRO,PRETA,HOMEM CIS,False,False,19.0,2019,8,AGOSTO,15,QUINTA-FEIRA,3,False,19.0,NOITE,ADULTO
FC-00364,ALTO JOSE DO PINHO,27.0,2022-09-25 22:11:44,-8.02,-34.885,AMEACA,BRANCA,HOMEM CIS,False,False,22.0,2022,9,SETEMBRO,25,DOMINGO,3,True,22.0,NOITE,ADULTO
FC-00365,CASA AMARELA,38.0,2021-07-14 23:58:44,-8.032,-34.858,TIRO,PRETA,HOMEM CIS,False,False,23.0,2021,7,JULHO,14,QUARTA-FEIRA,3,False,23.0,NOITE,ADULTO
FC-00366,CORDOARIA,29.0,2019-10-23 22:32:19,-8.058,-34.879,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,22.0,2019,10,OUTUBRO,23,QUARTA-FEIRA,4,False,22.0,NOITE,ADULTO
FC-00367,CAXANGA,40.0,2020-10-23 11:22:58,-8.024,-34.917,TIRO,BRANCA,HOMEM CIS,False,False,11.0,2020,10,OUTUBRO,23,SEXTA-FEIRA,4,False,11.0,MANHÃ,ADULTO
FC-00368,SANTO AMARO,8.0,2021-02-25 13:30:37,-8.052,-34.87,TIRO,NAO IDENTIFICADO,MULHER CIS,False,False,13.0,2021,2,FEVEREIRO,25,QUINTA-FEIRA,1,False,13.0,TARDE,CRIANCA
FC-00369,AFLITOS,43.0,2025-07-26 00:06:01,-8.048,-34.87,DISPARO,PARDA,HOMEM CIS,False,False,0.0,2025,7,JULHO,26,SÁBADO,3,True,0.0,MADRUGADA,ADULTO
FC-00370,SANTO AMARO,17.0,2020-05-05 21:44:50,-8.06,-34.864,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,False,False,21.0,2020,5,MAIO,5,TERÇA-FEIRA,2,False,21.0,NOITE,ADOLESCENTE
FC-00371,MANGABEIRA,27.0,2023-09-28 06:41:35,-8.009,-34.867,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,6.0,2023,9,SETEMBRO,28,QUINTA-FEIRA,3,False,6.0,MANHÃ,ADULTO
FC-00372,POCO DA PANELA,35.0,2025-07-14 23:43:20,-8.035,-34.861,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,23.0,2025,7,JULHO,14,SEGUNDA-FEIRA,3,False,23.0,NOITE,ADULTO
FC-00373,IBURA,58.0,2025-04-21 20:41:23,-8.082,-34.891,AMEACA,PRETA,HOMEM CIS,False,False,20.0,2025,4,ABRIL,21,SEGUNDA-FEIRA,2,False,20.0,NOITE,ADULTO
FC-00374,ESPINHEIRO,42.0,2022-11-03 04:11:47,-8.039,-34.864,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,False,False,4.0,2022,11,NOVEMBRO,3,QUINTA-FEIRA,4,False,4.0,MADRUGADA,ADULTO
FC-00375,IBURA,37.0,2024-01-11 16:59:09,-8.085,-34.887,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,True,False,16.0,2024,1,JANEIRO,11,QUINTA-FEIRA,1,False,16.0,TARDE,ADULTO
FC-00376,IPUTINGA,16.0,2023-08-26 18:22:04,-8.027,-34.895,TIRO,BRANCA,HOMEM CIS,False,False,18.0,2023,8,AGOSTO,26,SÁBADO,3,True,18.0,NOITE,ADOLESCENTE
FC-00377,ALTO JOSE DO PINHO,31.0,2019-09-18 15:22:14,-8.019,-34.884,AMEACA,NAO IDENTIFICADO,MULHER CIS,False,False,15.0,2019,9,SETEMBRO,18,QUARTA-FEIRA,3,False,15.0,TARDE,ADULTO
FC-00378,IPUTINGA,35.0,2022-09-27 21:41:00,-8.023,-34.892,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2022,9,SETEMBRO,27,TERÇA-FEIRA,3,False,21.0,NOITE,ADULTO
FC-00379,SAN MARTIN,28.0,2025-11-11 14:50:07,-8.037,-34.874,TIRO,PRETA,MULHER CIS,False,False,14.0,2025,11,NOVEMBRO,11,TERÇA-FEIRA,4,False,14.0,TARDE,ADULTO
FC-00380,AFLITOS,15.0,2022-09-15 17:18:57,-8.043,-34.87,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,17.0,2022,9,SETEMBRO,15,QUINTA-FEIRA,3,False,17.0,TARDE,ADOLESCENTE
FC-00381,ALTO JOSE DO PINHO,27.0,2022-01-21 01:42:40,-8.016,-34.885,BRIGA,NAO IDENTIFICADO,MULHER CIS,False,False,1.0,2022,1,JANEIRO,21,SEXTA-FEIRA,1,False,1.0,MADRUGADA,ADULTO
FC-00382,BOA VISTA,33.0,2025-12-25 15:52:04,-8.051,-34.875,AMEACA,NAO IDENTIFICADO,MULHER CIS,False,False,15.0,2025,12,DEZEMBRO,25,QUINTA-FEIRA,4,False,15.0,TARDE,ADULTO
FC-00383,IBURA,16.0,2019-05-18 02:52:14,-8.086,-34.887,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,2.0,2019,5,MAIO,18,SÁBADO,2,True,2.0,MADRUGADA,ADOLESCENTE
FC-00384,CORDOARIA,19.0,2023-09-01 19:39:04,-8.061,-34.879,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,19.0,2023,9,SETEMBRO,1,SEXTA-FEIRA,3,False,19.0,NOITE,ADULTO
FC-00385,IBURA,23.0,2020-11-10 19:18:48,-8.086,-34.887,DISPARO,NAO IDENTIFICADO,MULHER CIS,False,False,19.0,2020,11,NOVEMBRO,10,TERÇA-FEIRA,4,False,19.0,NOITE,ADULTO
FC-00386,CORDOARIA,42.0,2019-07-26 21:34:18,-8.06,-34.866,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2019,7,JULHO,26,SEXTA-FEIRA,3,False,21.0,NOITE,ADULTO
FC-00387,IPUTINGA,45.0,2023-01-18 21:09:07,-8.029,-34.9,ROUBO,BRANCA,MULHER CIS,True,False,21.0,2023,1,JANEIRO,18,QUARTA-FEIRA,1,False,21.0,NOITE,ADULTO
FC-00388,BREJO DA GUARDEIRA,57.0,2024-12-12 06:57:41,-8.074,-34.905,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,False,False,6.0,2024,12,DEZEMBRO,12,QUINTA-FEIRA,4,False,6.0,MANHÃ,ADULTO
FC-00389,VARZEA,42.0,2020-10-28 01:48:59,-8.028,-34.911,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,False,False,1.0,2020,10,OUTUBRO,28,QUARTA-FEIRA,4,False,1.0,MADRUGADA,ADULTO
FC-00390,SAN MARTIN,36.0,2019-12-19 17:21:22,-8.038,-34.875,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,17.0,2019,12,DEZEMBRO,19,QUINTA-FEIRA,4,False,17.0,TARDE,ADULTO
FC-00391,NOVA DESCOBERTA,39.0,2022-06-20 19:44:37,-8.014,-34.865,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,19.0,2022,6,JUNHO,20,SEGUNDA-FEIRA,2,False,19.0,NOITE,ADULTO
FC-00392,CORDOARIA,29.0,2020-04-23 21:27:17,-8.06,-34.874,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2020,4,ABRIL,23,QUINTA-FEIRA,2,False,21.0,NOITE,ADULTO
FC-00393,SANTO AMARO,10.0,2024-08-18 02:41:38,-8.058,-34.873,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,2.0,2024,8,AGOSTO,18,DOMINGO,3,True,2.0,MADRUGADA,CRIANCA
FC-00394,CAXANGA,16.0,2025-02-24 02:01:54,-8.024,-34.916,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,2.0,2025,2,FEVEREIRO,24,SEGUNDA-FEIRA,1,False,2.0,MADRUGADA,ADOLESCENTE
FC-00395,CASA AMARELA,41.0,2018-05-18 22:34:30,-8.037,-34.863,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,False,False,22.0,2018,5,MAIO,18,SEXTA-FEIRA,2,False,22.0,NOITE,ADULTO
FC-00396,CORDOARIA,41.0,2020-08-17 17:25:23,-8.061,-34.874,TIRO,PARDA,HOMEM CIS,False,False,17.0,2020,8,AGOSTO,17,SEGUNDA-FEIRA,3,False,17.0,TARDE,ADULTO
FC-00397,NOVA DESCOBERTA,39.0,2024-03-15 03:36:36,-8.018,-34.865,TIRO,AMARELA,MULHER CIS,False,False,3.0,2024,3,MARÇO,15,SEXTA-FEIRA,1,False,3.0,MADRUGADA,ADULTO
FC-00398,VARZEA,13.0,2024-04-03 10:14:02,-8.037,-34.914,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,False,False,10.0,2024,4,ABRIL,3,QUARTA-FEIRA,2,False,10.0,MANHÃ,ADOLESCENTE
FC-00399,CURADO,10.0,2018-11-11 02:33:40,-8.069,-34.91,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,2.0,2018,11,NOVEMBRO,11,DOMINGO,4,True,2.0,MADRUGADA,CRIANCA
FC-00400,ESPINHEIRO,36.0,2021-10-21 22:04:33,-8.041,-34.864,DISPARO,PRETA,HOMEM CIS,False,False,22.0,2021,10,OUTUBRO,21,QUINTA-FEIRA,4,False,22.0,NOITE,ADULTO
FC-00401,CURADO,31.0,2022-08-20 00:56:08,-8.071,-34.91,ROUBO,NAO IDENTIFICADO,HOMEM CIS,False,False,0.0,2022,8,AGOSTO,20,SÁBADO,3,True,0.0,MADRUGADA,ADULTO
FC-00402,COHAB,36.0,2021-12-27 02:14:26,-8.065,-34.905,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,2.0,2021,12,DEZEMBRO,27,SEGUNDA-FEIRA,4,False,2.0,MADRUGADA,ADULTO
FC-00403,COHAB,21.0,2023-07-01 08:08:36,-8.067,-34.909,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,8.0,2023,7,JULHO,1,SÁBADO,3,True,8.0,MANHÃ,ADULTO
FC-00404,VASCO DA GAMA,50.0,2020-03-17 23:38:36,-8.059,-34.882,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,False,False,23.0,2020,3,MARÇO,17,TERÇA-FEIRA,1,False,23.0,NOITE,ADULTO
FC-00405,AFLITOS,21.0,2022-08-28 17:14:53,-8.042,-34.873,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,17.0,2022,8,AGOSTO,28,DOMINGO,3,True,17.0,TARDE,ADULTO
FC-00406,POCO DA PANELA,49.0,2020-12-22 13:29:38,-8.037,-34.861,TIRO,NAO IDENTIFICADO,MULHER CIS,False,False,13.0,2020,12,DEZEMBRO,22,TERÇA-FEIRA,4,False,13.0,TARDE,ADULTO
FC-00407,CORDOARIA,19.0,2025-11-14 21:38:06,-8.052,-34.877,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2025,11,NOVEMBRO,14,SEXTA-FEIRA,4,False,21.0,NOITE,ADULTO
FC-00408,BREJO DA GUARDEIRA,33.0,2019-08-22 03:38:34,-8.068,-34.899,DISPARO,PARDA,HOMEM CIS,False,False,3.0,2019,8,AGOSTO,22,QUINTA-FEIRA,3,False,3.0,MADRUGADA,ADULTO
FC-00409,JARDIM SAO PAULO,27.0,2025-12-17 15:51:30,-8.005,-34.855,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,15.0,2025,12,DEZEMBRO,17,QUARTA-FEIRA,4,False,15.0,TARDE,ADULTO
FC-00410,IPUTINGA,28.0,2023-07-05 09:49:14,-8.025,-34.886,AMEACA,BRANCA,HOMEM CIS,False,False,9.0,2023,7,JULHO,5,QUARTA-FEIRA,3,False,9.0,MANHÃ,ADULTO
FC-00411,IPUTINGA,24.0,2023-01-19 17:33:00,-8.032,-34.893,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,MULHER CIS,False,False,17.0,2023,1,JANEIRO,19,QUINTA-FEIRA,1,False,17.0,TARDE,ADULTO
FC-00412,BOA VISTA,60.0,2023-05-09 21:27:36,-8.052,-34.87,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2023,5,MAIO,9,TERÇA-FEIRA,2,False,21.0,NOITE,IDOSO
FC-00413,ROSARINHO,50.0,2022-03-12 18:30:16,-8.042,-34.863,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,18.0,2022,3,MARÇO,12,SÁBADO,1,True,18.0,NOITE,ADULTO
FC-00414,IPUTINGA,49.0,2023-12-08 16:44:10,-8.029,-34.894,ROUBO,PRETA,HOMEM CIS,False,False,16.0,2023,12,DEZEMBRO,8,SEXTA-FEIRA,4,False,16.0,TARDE,ADULTO
FC-00415,ESTACAO,23.0,2023-03-13 23:00:51,-8.056,-34.873,TIRO,PRETA,HOMEM CIS,False,False,23.0,2023,3,MARÇO,13,SEGUNDA-FEIRA,1,False,23.0,NOITE,ADULTO
FC-00416,SAN MARTIN,15.0,2021-10-02 20:59:25,-8.04,-34.88,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,20.0,2021,10,OUTUBRO,2,SÁBADO,4,True,20.0,NOITE,ADOLESCENTE
FC-00417,IPUTINGA,35.0,2019-08-15 00:54:42,-8.033,-34.892,AMEACA,NAO IDENTIFICADO,MULHER CIS,False,False,0.0,2019,8,AGOSTO,15,QUINTA-FEIRA,3,False,0.0,MADRUGADA,ADULTO
FC-00418,IPUTINGA,40.0,2020-03-22 01:15:41,-8.034,-34.892,DISPARO,PRETA,HOMEM CIS,True,False,1.0,2020,3,MARÇO,22,DOMINGO,1,True,1.0,MADRUGADA,ADULTO
FC-00419,COHAB,44.0,2021-04-17 00:45:04,-8.069,-34.9,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,0.0,2021,4,ABRIL,17,SÁBADO,2,True,0.0,MADRUGADA,ADULTO
FC-00420,IPUTINGA,37.0,2025-05-08 19:12:29,-8.03,-34.893,HOMICIDIO/TENTATIVA,BRANCA,MULHER CIS,False,False,19.0,2025,5,MAIO,8,QUINTA-FEIRA,2,False,19.0,NOITE,ADULTO
FC-00421,IBURA,36.0,2022-06-04 21:16:56,-8.082,-34.89,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2022,6,JUNHO,4,SÁBADO,2,True,21.0,NOITE,ADULTO
FC-00422,MANGABEIRA,18.0,2024-06-25 16:29:57,-8.009,-34.874,DISPARO,BRANCA,HOMEM CIS,False,False,16.0,2024,6,JUNHO,25,TERÇA-FEIRA,2,False,16.0,TARDE,ADULTO
FC-00423,ALTO JOSE DO PINHO,28.0,2020-12-08 21:26:22,-8.023,-34.887,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2020,12,DEZEMBRO,8,TERÇA-FEIRA,4,False,21.0,NOITE,ADULTO
FC-00424,BOA VISTA,44.0,2024-06-03 18:11:30,-8.047,-34.873,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,18.0,2024,6,JUNHO,3,SEGUNDA-FEIRA,2,False,18.0,NOITE,ADULTO
FC-00425,CURADO,16.0,2025-08-24 05:47:15,-8.071,-34.906,TIRO,BRANCA,HOMEM CIS,False,False,5.0,2025,8,AGOSTO,24,DOMINGO,3,True,5.0,MADRUGADA,ADOLESCENTE
FC-00426,NOVA DESCOBERTA,33.0,2024-02-03 20:42:31,-8.008,-34.864,DISPARO,PARDA,MULHER CIS,False,False,20.0,2024,2,FEVEREIRO,3,SÁBADO,1,True,20.0,NOITE,ADULTO
FC-00427,CAXANGA,34.0,2021-10-28 10:11:48,-8.026,-34.92,DISPARO,PARDA,MULHER CIS,False,False,10.0,2021,10,OUTUBRO,28,QUINTA-FEIRA,4,False,10.0,MANHÃ,ADULTO
FC-00428,CORDOARIA,28.0,2021-09-02 17:25:55,-8.056,-34.87,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,17.0,2021,9,SETEMBRO,2,QUINTA-FEIRA,3,False,17.0,TARDE,ADULTO
FC-00429,SAN MARTIN,20.0,2018-11-07 14:06:20,-8.044,-34.884,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,14.0,2018,11,NOVEMBRO,7,QUARTA-FEIRA,4,False,14.0,TARDE,ADULTO
FC-00430,NOVA DESCOBERTA,36.0,2023-06-06 17:13:26,-8.018,-34.871,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,17.0,2023,6,JUNHO,6,TERÇA-FEIRA,2,False,17.0,TARDE,ADULTO
FC-00431,CORDOARIA,34.0,2025-11-08 21:46:17,-8.051,-34.873,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2025,11,NOVEMBRO,8,SÁBADO,4,True,21.0,NOITE,ADULTO
FC-00432,ESTACAO,40.0,2019-01-06 15:08:57,-8.053,-34.871,BRIGA,NAO IDENTIFICADO,HOMEM CIS,False,False,15.0,2019,1,JANEIRO,6,DOMINGO,1,True,15.0,TARDE,ADULTO
FC-00433,ALTO JOSE DO PINHO,41.0,2024-01-13 02:10:03,-8.021,-34.884,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,2.0,2024,1,JANEIRO,13,SÁBADO,1,True,2.0,MADRUGADA,ADULTO
FC-00434,SAN MARTIN,33.0,2021-09-18 22:16:22,-8.042,-34.875,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,True,False,22.0,2021,9,SETEMBRO,18,SÁBADO,3,True,22.0,NOITE,ADULTO
FC-00435,IPUTINGA,27.0,2023-09-06 23:18:22,-8.03,-34.891,DISPARO,PRETA,HOMEM CIS,False,False,23.0,2023,9,SETEMBRO,6,QUARTA-FEIRA,3,False,23.0,NOITE,ADULTO
FC-00436,ALTO JOSE DO PINHO,19.0,2020-11-05 21:40:51,-8.02,-34.885,DISPARO,PARDA,HOMEM CIS,False,False,21.0,2020,11,NOVEMBRO,5,QUINTA-FEIRA,4,False,21.0,NOITE,ADULTO
FC-00437,VASCO DA GAMA,43.0,2019-04-11 12:18:45,-8.054,-34.88,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,False,False,12.0,2019,4,ABRIL,11,QUINTA-FEIRA,2,False,12.0,TARDE,ADULTO
FC-00438,CORDOARIA,43.0,2024-09-15 15:11:54,-8.054,-34.871,BRIGA,PARDA,MULHER CIS,True,False,15.0,2024,9,SETEMBRO,15,DOMINGO,3,True,15.0,TARDE,ADULTO
FC-00439,NOVA DESCOBERTA,30.0,2020-07-04 02:59:56,-8.019,-34.868,TIRO,PRETA,HOMEM CIS,False,False,2.0,2020,7,JULHO,4,SÁBADO,3,True,2.0,MADRUGADA,ADULTO
FC-00440,IBURA,26.0,2020-03-03 19:56:24,-8.084,-34.893,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,False,False,19.0,2020,3,MARÇO,3,TERÇA-FEIRA,1,False,19.0,NOITE,ADULTO
FC-00441,ESPINHEIRO,30.0,2019-01-22 13:58:20,-8.04,-34.868,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,13.0,2019,1,JANEIRO,22,TERÇA-FEIRA,1,False,13.0,TARDE,ADULTO
FC-00442,GRACO,35.0,2025-12-18 04:38:29,-8.043,-34.876,DISPARO,NAO IDENTIFICADO,HOMEM CIS,False,False,4.0,2025,12,DEZEMBRO,18,QUINTA-FEIRA,4,False,4.0,MADRUGADA,ADULTO
FC-00443,CURADO,18.0,2025-08-18 06:05:28,-8.07,-34.914,DISPARO,PRETA,HOMEM CIS,False,False,6.0,2025,8,AGOSTO,18,SEGUNDA-FEIRA,3,False,6.0,MANHÃ,ADULTO
FC-00444,NOVA DESCOBERTA,37.0,2024-06-10 16:00:44,-8.01,-34.861,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,16.0,2024,6,JUNHO,10,SEGUNDA-FEIRA,2,False,16.0,TARDE,ADULTO
FC-00445,ESPINHEIRO,27.0,2023-01-18 14:26:56,-8.038,-34.868,AMEACA,PARDA,HOMEM CIS,False,False,14.0,2023,1,JANEIRO,18,QUARTA-FEIRA,1,False,14.0,TARDE,ADULTO
FC-00446,NOVA DESCOBERTA,25.0,2020-02-14 19:33:48,-8.017,-34.866,AMEACA,PRETA,HOMEM CIS,False,False,19.0,2020,2,FEVEREIRO,14,SEXTA-FEIRA,1,False,19.0,NOITE,ADULTO
FC-00447,CASA AMARELA,25.0,2024-07-07 21:11:08,-8.031,-34.86,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2024,7,JULHO,7,DOMINGO,3,True,21.0,NOITE,ADULTO
FC-00448,SAN MARTIN,30.0,2021-03-02 23:01:11,-8.039,-34.874,DISPARO,PRETA,HOMEM CIS,False,False,23.0,2021,3,MARÇO,2,TERÇA-FEIRA,1,False,23.0,NOITE,ADULTO
FC-00449,NOVA DESCOBERTA,41.0,2019-08-07 13:19:50,-8.019,-34.873,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,False,False,13.0,2019,8,AGOSTO,7,QUARTA-FEIRA,3,False,13.0,TARDE,ADULTO
FC-00450,SAN MARTIN,41.0,2025-01-09 21:04:34,-8.044,-34.879,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,21.0,2025,1,JANEIRO,9,QUINTA-FEIRA,1,False,21.0,NOITE,ADULTO
FC-00451,CURADO,15.0,2025-12-08 14:28:15,-8.075,-34.908,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,False,False,14.0,2025,12,DEZEMBRO,8,SEGUNDA-FEIRA,4,False,14.0,TARDE,ADOLESCENTE
FC-00452,VARZEA,39.0,2020-07-22 23:59:20,-8.037,-34.923,TIRO,NAO IDENTIFICADO,HOMEM CIS,False,False,23.0,2020,7,JULHO,22,QUARTA-FEIRA,3,False,23.0,NOITE,ADULTO
FC-00453,IBURA,24.0,2023-04-12 22:55:42,-8.081,-34.896,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,MULHER CIS,False,False,22.0,2023,4,ABRIL,12,QUARTA-FEIRA,2,False,22.0,NOITE,ADULTO
FC-00454,NOVA DESCOBERTA,32.0,2023-07-26 08:02:37,-8.015,-34.863,AMEACA,NAO IDENTIFICADO,HOMEM CIS,False,False,8.0,2023,7,JULHO,26,QUARTA-FEIRA,3,False,8.0,MANHÃ,ADULTO
FC-00455,BOA VISTA,31.0,2022-11-20 13:48:40,-8.053,-34.871,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,False,False,13.0,2022,11,NOVEMBRO,20,DOMINGO,4,True,13.0,TARDE,ADULTO
