id,neighborhood,age,data,latitude,longitude,main_reason,race,genre,address,police_action,hora_estimada,hora_valida,ano,mes,nome_mes,dia,dia_semana,trimestre,fim_semana,hora,periodo,ageGroup,fonte
FC-00491,GRACO,48.0,2024-11-24 10:49:12,-8.044829,-34.870402,TIRO,NAO IDENTIFICADO,MULHER CIS,"RUA 95, GRACO - RECIFE/PE",False,False,10.0,2024,11,NOVEMBRO,24,DOMINGO,4,True,10.0,MANHÃ,ADULTO,FOGO_CRUZADO
FC-00492,IBURA,28.0,2023-10-08 07:01:22,-8.084355,-34.890055,TIRO,PRETA,NAO IDENTIFICADO,"RUA 400, IBURA - RECIFE/PE",False,False,7.0,2023,10,OUTUBRO,8,DOMINGO,4,True,7.0,MANHÃ,ADULTO,FOGO_CRUZADO
FC-00493,SAN MARTIN,28.0,2021-07-16 16:10:12,-8.038741,-34.880662,TIRO,PRETA,HOMEM CIS,"RUA 210, SAN MARTIN - RECIFE/PE",False,False,16.0,2021,7,JULHO,16,SEXTA-FEIRA,3,False,16.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00494,TOTOS,24.0,2024-04-25 05:11:59,-8.035833,-34.866118,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"RUA 225, TOTOS - RECIFE/PE",False,False,5.0,2024,4,ABRIL,25,QUINTA-FEIRA,2,False,5.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00495,CURADO,50.0,2020-07-25 01:47:52,-8.071199,-34.909326,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"RUA 161, CURADO - RECIFE/PE",False,False,1.0,2020,7,JULHO,25,SÁBADO,3,True,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00496,CORDOARIA,45.0,2023-12-26 01:06:28,-8.062255,-34.878282,DISPARO,PRETA,MULHER CIS,"RUA 450, CORDOARIA - RECIFE/PE",False,False,1.0,2023,12,DEZEMBRO,26,TERÇA-FEIRA,4,False,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00497,IBURA,15.0,2024-09-13 17:40:03,-8.078212,-34.893656,DISPARO,NAO IDENTIFICADO,NAO IDENTIFICADO,"RUA 226, IBURA - RECIFE/PE",False,False,17.0,2024,9,SETEMBRO,13,SEXTA-FEIRA,3,False,17.0,TARDE,ADOLESCENTE,FOGO_CRUZADO
FC-00498,CORDOARIA,60.0,2021-10-02 20:57:09,-8.059693,-34.872446,DISPARO,PARDA,HOMEM CIS,"RUA 331, CORDOARIA - RECIFE/PE",False,False,20.0,2021,10,OUTUBRO,2,SÁBADO,4,True,20.0,NOITE,IDOSO,FOGO_CRUZADO
FC-00499,SAN MARTIN,48.0,2025-12-18 03:26:20,-8.033982,-34.871815,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"RUA 92, SAN MARTIN - RECIFE/PE",False,False,3.0,2025,12,DEZEMBRO,18,QUINTA-FEIRA,4,False,3.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00500,SAN MARTIN,48.0,2019-06-23 19:45:50,-8.036928,-34.876222,ROUBO,PARDA,MULHER CIS,"RUA 376, SAN MARTIN - RECIFE/PE",False,False,19.0,2019,6,JUNHO,23,DOMINGO,2,True,19.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00501,COHAB,39.0,2022-07-24 21:32:39,-8.066654,-34.907455,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"RUA 194, COHAB - RECIFE/PE",False,False,21.0,2022,7,JULHO,24,DOMINGO,3,True,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00502,MANGABEIRA,29.0,2025-03-06 21:11:49,-8.010511,-34.87136,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 215, MANGABEIRA - RECIFE/PE",False,False,21.0,2025,3,MARÇO,6,QUINTA-FEIRA,1,False,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00503,IPUTINGA,38.0,2020-03-07 00:48:16,-8.025134,-34.892735,HOMICIDIO/TENTATIVA,BRANCA,HOMEM CIS,"RUA 255, IPUTINGA - RECIFE/PE",True,False,0.0,2020,3,MARÇO,7,SÁBADO,1,True,0.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00504,CAXANGA,47.0,2020-10-22 16:26:28,-8.028425,-34.920581,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"RUA 308, CAXANGA - RECIFE/PE",False,False,16.0,2020,10,OUTUBRO,22,QUINTA-FEIRA,4,False,16.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00505,IBURA,21.0,2024-04-02 04:03:41,-8.0876,-34.892248,TIRO,NAO IDENTIFICADO,MULHER CIS,"RUA 75, IBURA - RECIFE/PE",False,False,4.0,2024,4,ABRIL,2,TERÇA-FEIRA,2,False,4.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00506,CAXANGA,28.0,2025-01-04 15:11:10,-8.02046,-34.918108,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"RUA 313, CAXANGA - RECIFE/PE",False,False,15.0,2025,1,JANEIRO,4,SÁBADO,1,True,15.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00507,SANTO AMARO,17.0,2025-12-19 14:02:05,-8.052438,-34.866337,DISPARO,PRETA,HOMEM CIS,"RUA 166, SANTO AMARO - RECIFE/PE",False,False,14.0,2025,12,DEZEMBRO,19,SEXTA-FEIRA,4,False,14.0,TARDE,ADOLESCENTE,FOGO_CRUZADO
FC-00508,CORDOARIA,36.0,2022-05-16 03:44:55,-8.058679,-34.875878,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"RUA 270, CORDOARIA - RECIFE/PE",False,False,3.0,2022,5,MAIO,16,SEGUNDA-FEIRA,2,False,3.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00509,ESTACAO,25.0,2023-11-17 23:30:46,-8.049734,-34.865346,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 479, ESTACAO - RECIFE/PE",False,False,23.0,2023,11,NOVEMBRO,17,SEXTA-FEIRA,4,False,23.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00510,POCO DA PANELA,48.0,2020-10-20 13:08:39,-8.036467,-34.865359,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"RUA 267, POCO DA PANELA - RECIFE/PE",False,False,13.0,2020,10,OUTUBRO,20,TERÇA-FEIRA,4,False,13.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00511,AFLITOS,31.0,2020-05-07 00:01:29,-8.050305,-34.87103,ROUBO,PARDA,HOMEM CIS,"RUA 61, AFLITOS - RECIFE/PE",False,False,0.0,2020,5,MAIO,7,QUINTA-FEIRA,2,False,0.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00512,ESPINHEIRO,28.0,2018-06-18 21:13:00,-8.043398,-34.872784,DISPARO,PRETA,HOMEM CIS,"RUA 354, ESPINHEIRO - RECIFE/PE",False,False,21.0,2018,6,JUNHO,18,SEGUNDA-FEIRA,2,False,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00513,NOVA DESCOBERTA,36.0,2021-01-04 20:21:25,-8.016598,-34.86851,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"RUA 316, NOVA DESCOBERTA - RECIFE/PE",False,False,20.0,2021,1,JANEIRO,4,SEGUNDA-FEIRA,1,False,20.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00514,JAQUEIRA,8.0,2025-08-16 21:41:08,-8.038083,-34.862683,AMEACA,NAO IDENTIFICADO,MULHER CIS,"RUA 322, JAQUEIRA - RECIFE/PE",False,False,21.0,2025,8,AGOSTO,16,SÁBADO,3,True,21.0,NOITE,CRIANCA,FOGO_CRUZADO
FC-00515,SAN MARTIN,55.0,2024-12-02 21:19:36,-8.041371,-34.879807,DISPARO,PARDA,MULHER CIS,"RUA 162, SAN MARTIN - RECIFE/PE",False,False,21.0,2024,12,DEZEMBRO,2,SEGUNDA-FEIRA,4,False,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00516,MANGABEIRA,35.0,2025-06-03 23:17:53,-8.012995,-34.869095,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"RUA 193, MANGABEIRA - RECIFE/PE",True,False,23.0,2025,6,JUNHO,3,TERÇA-FEIRA,2,False,23.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00517,VASCO DA GAMA,42.0,2023-05-23 21:45:02,-8.051319,-34.8803,DISPARO,PRETA,MULHER CIS,"RUA 45, VASCO DA GAMA - RECIFE/PE",False,False,21.0,2023,5,MAIO,23,TERÇA-FEIRA,2,False,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00518,ALTO JOSE DO PINHO,27.0,2020-05-06 02:50:02,-8.022634,-34.887481,BRIGA,NAO IDENTIFICADO,HOMEM CIS,"RUA 468, ALTO JOSE DO PINHO - RECIFE/PE",False,False,2.0,2020,5,MAIO,6,QUARTA-FEIRA,2,False,2.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00519,COHAB,27.0,2019-06-16 21:33:19,-8.063898,-34.902259,ROUBO,PARDA,HOMEM CIS,"RUA 74, COHAB - RECIFE/PE",False,False,21.0,2019,6,JUNHO,16,DOMINGO,2,True,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00520,TOTOS,20.0,2025-04-24 01:24:45,-8.033522,-34.865813,DISPARO,AMARELA,HOMEM CIS,"RUA 60, TOTOS - RECIFE/PE",False,False,1.0,2025,4,ABRIL,24,QUINTA-FEIRA,2,False,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00521,IBURA,31.0,2019-08-02 02:49:42,-8.084242,-34.899273,DISPARO,PRETA,MULHER CIS,"RUA 12, IBURA - RECIFE/PE",False,False,2.0,2019,8,AGOSTO,2,SEXTA-FEIRA,3,False,2.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00522,MANGABEIRA,40.0,2020-05-18 12:28:42,-8.007789,-34.870844,HOMICIDIO/TENTATIVA,PARDA,HOMEM CIS,"RUA 77, MANGABEIRA - RECIFE/PE",False,False,12.0,2020,5,MAIO,18,SEGUNDA-FEIRA,2,False,12.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00523,VARZEA,30.0,2019-09-12 18:17:09,-8.033452,-34.919688,DISPARO,BRANCA,HOMEM CIS,"RUA 412, VARZEA - RECIFE/PE",False,False,18.0,2019,9,SETEMBRO,12,QUINTA-FEIRA,3,False,18.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00524,IPUTINGA,23.0,2021-08-02 03:30:57,-8.025617,-34.896763,TIRO,NAO IDENTIFICADO,HOMEM CIS,"RUA 55, IPUTINGA - RECIFE/PE",False,False,3.0,2021,8,AGOSTO,2,SEGUNDA-FEIRA,3,False,3.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00525,CORDOARIA,33.0,2025-11-27 20:28:39,-8.06207,-34.871601,TIRO,NAO IDENTIFICADO,HOMEM CIS,"RUA 171, CORDOARIA - RECIFE/PE",False,False,20.0,2025,11,NOVEMBRO,27,QUINTA-FEIRA,4,False,20.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00526,CASA AMARELA,29.0,2025-08-19 03:52:51,-8.036845,-34.856506,DISPARO,PRETA,HOMEM CIS,"RUA 240, CASA AMARELA - RECIFE/PE",False,False,3.0,2025,8,AGOSTO,19,TERÇA-FEIRA,3,False,3.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00527,COHAB,21.0,2022-04-05 21:39:16,-8.067431,-34.904398,AMEACA,PRETA,HOMEM CIS,"RUA 201, COHAB - RECIFE/PE",False,False,21.0,2022,4,ABRIL,5,TERÇA-FEIRA,2,False,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00528,VARZEA,48.0,2021-08-01 01:07:22,-8.038047,-34.914815,ROUBO,NAO IDENTIFICADO,MULHER CIS,"RUA 434, VARZEA - RECIFE/PE",False,False,1.0,2021,8,AGOSTO,1,DOMINGO,3,True,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00529,VARZEA,35.0,2019-12-26 02:35:41,-8.032921,-34.914471,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"RUA 155, VARZEA - RECIFE/PE",False,False,2.0,2019,12,DEZEMBRO,26,QUINTA-FEIRA,4,False,2.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00530,ALTO JOSE DO PINHO,25.0,2022-08-13 01:13:52,-8.022483,-34.884742,TIRO,NAO IDENTIFICADO,HOMEM CIS,"RUA 221, ALTO JOSE DO PINHO - RECIFE/PE",False,False,1.0,2022,8,AGOSTO,13,SÁBADO,3,True,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00531,POCO DA PANELA,17.0,2020-11-22 02:59:45,-8.043764,-34.86069,DISPARO,PARDA,HOMEM CIS,"RUA 250, POCO DA PANELA - RECIFE/PE",False,False,2.0,2020,11,NOVEMBRO,22,DOMINGO,4,True,2.0,MADRUGADA,ADOLESCENTE,FOGO_CRUZADO
FC-00532,COHAB,40.0,2022-05-13 01:06:43,-8.072089,-34.908029,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 395, COHAB - RECIFE/PE",False,False,1.0,2022,5,MAIO,13,SEXTA-FEIRA,2,False,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00533,CASA AMARELA,37.0,2020-03-19 22:40:51,-8.025828,-34.859938,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"RUA 76, CASA AMARELA - RECIFE/PE",True,False,22.0,2020,3,MARÇO,19,QUINTA-FEIRA,1,False,22.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00534,SANTO AMARO,21.0,2022-04-22 21:19:36,-8.058549,-34.865875,TIRO,NAO IDENTIFICADO,HOMEM CIS,"RUA 348, SANTO AMARO - RECIFE/PE",False,False,21.0,2022,4,ABRIL,22,SEXTA-FEIRA,2,False,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00535,IPUTINGA,22.0,2021-02-19 00:32:25,-8.030398,-34.894448,OUTRO,NAO IDENTIFICADO,MULHER CIS,"RUA 437, IPUTINGA - RECIFE/PE",False,False,0.0,2021,2,FEVEREIRO,19,SEXTA-FEIRA,1,False,0.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00536,IPUTINGA,18.0,2023-06-04 21:55:01,-8.027632,-34.888126,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 360, IPUTINGA - RECIFE/PE",False,False,21.0,2023,6,JUNHO,4,DOMINGO,2,True,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00537,BREJO DA GUARDEIRA,33.0,2022-04-22 04:08:12,-8.070757,-34.900875,DISPARO,PRETA,HOMEM CIS,"RUA 432, BREJO DA GUARDEIRA - RECIFE/PE",False,False,4.0,2022,4,ABRIL,22,SEXTA-FEIRA,2,False,4.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00538,JARDIM SAO PAULO,10.0,2023-03-01 02:01:09,-8.002351,-34.855234,OUTRO,NAO IDENTIFICADO,MULHER CIS,"RUA 250, JARDIM SAO PAULO - RECIFE/PE",False,False,2.0,2023,3,MARÇO,1,QUARTA-FEIRA,1,False,2.0,MADRUGADA,CRIANCA,FOGO_CRUZADO
FC-00539,SANTO AMARO,26.0,2024-08-26 20:59:27,-8.048421,-34.869104,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,NAO IDENTIFICADO,"RUA 233, SANTO AMARO - RECIFE/PE",False,False,20.0,2024,8,AGOSTO,26,SEGUNDA-FEIRA,3,False,20.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00540,ALTO JOSE DO PINHO,20.0,2020-10-01 18:54:46,-8.021279,-34.881555,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"RUA 257, ALTO JOSE DO PINHO - RECIFE/PE",False,False,18.0,2020,10,OUTUBRO,1,QUINTA-FEIRA,4,False,18.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00541,NOVA DESCOBERTA,33.0,2018-08-23 14:37:30,-8.019315,-34.862242,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"RUA 41, NOVA DESCOBERTA - RECIFE/PE",False,False,14.0,2018,8,AGOSTO,23,QUINTA-FEIRA,3,False,14.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00542,VARZEA,21.0,2024-08-17 02:56:39,-8.02938,-34.91176,OUTRO,AMARELA,HOMEM CIS,"RUA 242, VARZEA - RECIFE/PE",False,False,2.0,2024,8,AGOSTO,17,SÁBADO,3,True,2.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00543,VASCO DA GAMA,24.0,2022-10-10 19:57:21,-8.051157,-34.879796,TIRO,PRETA,HOMEM CIS,"RUA 6, VASCO DA GAMA - RECIFE/PE",False,False,19.0,2022,10,OUTUBRO,10,SEGUNDA-FEIRA,4,False,19.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00544,SAN MARTIN,40.0,2021-05-10 04:44:59,-8.038546,-34.880539,TIRO,NAO IDENTIFICADO,HOMEM CIS,"RUA 156, SAN MARTIN - RECIFE/PE",False,False,4.0,2021,5,MAIO,10,SEGUNDA-FEIRA,2,False,4.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00545,AFLITOS,22.0,2019-01-22 23:51:47,-8.04191,-34.873004,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"RUA 147, AFLITOS - RECIFE/PE",False,False,23.0,2019,1,JANEIRO,22,TERÇA-FEIRA,1,False,23.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00546,ALTO JOSE DO PINHO,25.0,2020-10-09 10:16:00,-8.022865,-34.883729,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"RUA 310, ALTO JOSE DO PINHO - RECIFE/PE",False,False,10.0,2020,10,OUTUBRO,9,SEXTA-FEIRA,4,False,10.0,MANHÃ,ADULTO,FOGO_CRUZADO
FC-00547,VARZEA,54.0,2024-05-26 20:31:11,-8.038203,-34.914927,DISPARO,NAO IDENTIFICADO,HOMEM CIS,"RUA 442, VARZEA - RECIFE/PE",False,False,20.0,2024,5,MAIO,26,DOMINGO,2,True,20.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00548,IBURA,42.0,2024-08-25 23:49:24,-8.082239,-34.890643,DISPARO,BRANCA,NAO IDENTIFICADO,"RUA 226, IBURA - RECIFE/PE",False,False,23.0,2024,8,AGOSTO,25,DOMINGO,3,True,23.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00549,AFLITOS,17.0,2018-05-25 21:03:10,-8.043715,-34.872561,AMEACA,PRETA,HOMEM CIS,"RUA 244, AFLITOS - RECIFE/PE",False,False,21.0,2018,5,MAIO,25,SEXTA-FEIRA,2,False,21.0,NOITE,ADOLESCENTE,FOGO_CRUZADO
FC-00550,IPUTINGA,41.0,2021-12-13 16:09:33,-8.024438,-34.885231,DISPARO,PARDA,HOMEM CIS,"RUA 7, IPUTINGA - RECIFE/PE",False,False,16.0,2021,12,DEZEMBRO,13,SEGUNDA-FEIRA,4,False,16.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00551,IPUTINGA,36.0,2022-01-04 22:40:22,-8.027023,-34.892417,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 222, IPUTINGA - RECIFE/PE",False,False,22.0,2022,1,JANEIRO,4,TERÇA-FEIRA,1,False,22.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00552,BREJO DA GUARDEIRA,25.0,2024-05-21 18:29:49,-8.068985,-34.900886,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 124, BREJO DA GUARDEIRA - RECIFE/PE",False,False,18.0,2024,5,MAIO,21,TERÇA-FEIRA,2,False,18.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00553,AFLITOS,32.0,2023-03-11 18:43:00,-8.041047,-34.87502,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 7, AFLITOS - RECIFE/PE",False,False,18.0,2023,3,MARÇO,11,SÁBADO,1,True,18.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00554,ESTACAO,43.0,2024-05-07 01:39:05,-8.049049,-34.871354,DISPARO,PRETA,HOMEM CIS,"RUA 305, ESTACAO - RECIFE/PE",True,False,1.0,2024,5,MAIO,7,TERÇA-FEIRA,2,False,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00555,SANTO AMARO,8.0,2023-02-03 21:08:24,-8.059823,-34.866109,TIRO,BRANCA,MULHER CIS,"RUA 461, SANTO AMARO - RECIFE/PE",False,False,21.0,2023,2,FEVEREIRO,3,SEXTA-FEIRA,1,False,21.0,NOITE,CRIANCA,FOGO_CRUZADO
FC-00556,SANTO AMARO,29.0,2020-05-15 20:04:40,-8.060998,-34.871514,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 142, SANTO AMARO - RECIFE/PE",False,False,20.0,2020,5,MAIO,15,SEXTA-FEIRA,2,False,20.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00557,TOTOS,40.0,2020-02-09 21:24:24,-8.03636,-34.865717,AMEACA,PRETA,HOMEM CIS,"RUA 31, TOTOS - RECIFE/PE",False,False,21.0,2020,2,FEVEREIRO,9,DOMINGO,1,True,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00558,NOVA DESCOBERTA,25.0,2025-04-20 14:41:31,-8.016175,-34.867767,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 277, NOVA DESCOBERTA - RECIFE/PE",False,False,14.0,2025,4,ABRIL,20,DOMINGO,2,True,14.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00559,TOTOS,49.0,2023-02-02 02:36:46,-8.038967,-34.861349,ROUBO,PRETA,HOMEM CIS,"RUA 229, TOTOS - RECIFE/PE",False,False,2.0,2023,2,FEVEREIRO,2,QUINTA-FEIRA,1,False,2.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00560,IBURA,48.0,2018-07-09 03:21:57,-8.079005,-34.893295,HOMICIDIO/TENTATIVA,PRETA,HOMEM CIS,"RUA 2, IBURA - RECIFE/PE",False,False,3.0,2018,7,JULHO,9,SEGUNDA-FEIRA,3,False,3.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00561,ALTO JOSE DO PINHO,37.0,2024-02-18 06:24:44,-8.020073,-34.887711,DISPARO,NAO IDENTIFICADO,MULHER CIS,"RUA 247, ALTO JOSE DO PINHO - RECIFE/PE",False,False,6.0,2024,2,FEVEREIRO,18,DOMINGO,1,True,6.0,MANHÃ,ADULTO,FOGO_CRUZADO
FC-00562,COHAB,33.0,2021-01-21 23:41:05,-8.068537,-34.901437,HOMICIDIO/TENTATIVA,AMARELA,HOMEM CIS,"RUA 437, COHAB - RECIFE/PE",False,False,23.0,2021,1,JANEIRO,21,QUINTA-FEIRA,1,False,23.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00563,JAQUEIRA,24.0,2023-03-18 01:24:42,-8.037397,-34.86715,AMEACA,NAO IDENTIFICADO,HOMEM CIS,"RUA 357, JAQUEIRA - RECIFE/PE",False,False,1.0,2023,3,MARÇO,18,SÁBADO,1,True,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00564,CORDOARIA,26.0,2025-08-24 04:02:12,-8.05624,-34.874425,DISPARO,PRETA,HOMEM CIS,"RUA 304, CORDOARIA - RECIFE/PE",True,False,4.0,2025,8,AGOSTO,24,DOMINGO,3,True,4.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00565,NOVA DESCOBERTA,40.0,2022-08-01 01:03:21,-8.019038,-34.864621,TIRO,PARDA,HOMEM CIS,"RUA 22, NOVA DESCOBERTA - RECIFE/PE",False,False,1.0,2022,8,AGOSTO,1,SEGUNDA-FEIRA,3,False,1.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00566,ESTACAO,53.0,2025-09-05 21:14:59,-8.056001,-34.873033,DISPARO,PRETA,HOMEM CIS,"RUA 377, ESTACAO - RECIFE/PE",False,False,21.0,2025,9,SETEMBRO,5,SEXTA-FEIRA,3,False,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00567,VARZEA,36.0,2018-12-21 03:11:40,-8.034461,-34.913948,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"RUA 158, VARZEA - RECIFE/PE",True,False,3.0,2018,12,DEZEMBRO,21,SEXTA-FEIRA,4,False,3.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00568,CASA AMARELA,35.0,2018-02-04 17:51:39,-8.030096,-34.856671,AMEACA,PRETA,HOMEM CIS,"RUA 412, CASA AMARELA - RECIFE/PE",False,False,17.0,2018,2,FEVEREIRO,4,DOMINGO,1,True,17.0,TARDE,ADULTO,FOGO_CRUZADO
FC-00569,VARZEA,34.0,2021-02-22 18:08:20,-8.035724,-34.912982,TIRO,PARDA,HOMEM CIS,"RUA 407, VARZEA - RECIFE/PE",False,False,18.0,2021,2,FEVEREIRO,22,SEGUNDA-FEIRA,1,False,18.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00570,VARZEA,52.0,2020-07-06 20:35:10,-8.035398,-34.917924,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 474, VARZEA - RECIFE/PE",False,False,20.0,2020,7,JULHO,6,SEGUNDA-FEIRA,3,False,20.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00571,BREJO DA GUARDEIRA,43.0,2021-03-01 21:05:00,-8.070361,-34.906518,TIRO,PARDA,HOMEM CIS,"RUA 475, BREJO DA GUARDEIRA - RECIFE/PE",True,False,21.0,2021,3,MARÇO,1,SEGUNDA-FEIRA,1,False,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00572,COHAB,40.0,2024-08-23 03:09:40,-8.066606,-34.905272,DISPARO,PARDA,HOMEM CIS,"RUA 231, COHAB - RECIFE/PE",False,False,3.0,2024,8,AGOSTO,23,SEXTA-FEIRA,3,False,3.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00573,ESTACAO,36.0,2020-08-20 23:40:52,-8.052429,-34.868872,HOMICIDIO/TENTATIVA,PRETA,MULHER CIS,"RUA 179, ESTACAO - RECIFE/PE",False,False,23.0,2020,8,AGOSTO,20,QUINTA-FEIRA,3,False,23.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00574,ESTACAO,24.0,2025-10-12 21:34:32,-8.051461,-34.871779,OUTRO,NAO IDENTIFICADO,HOMEM CIS,"RUA 395, ESTACAO - RECIFE/PE",False,False,21.0,2025,10,OUTUBRO,12,DOMINGO,4,True,21.0,NOITE,ADULTO,FOGO_CRUZADO
FC-00575,VASCO DA GAMA,38.0,2019-08-16 04:42:59,-8.053154,-34.882806,HOMICIDIO/TENTATIVA,NAO IDENTIFICADO,HOMEM CIS,"RUA 331, VASCO DA GAMA - RECIFE/PE",True,False,4.0,2019,8,AGOSTO,16,SEXTA-FEIRA,3,False,4.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00576,CORDOARIA,43.0,2025-08-02 02:03:59,-8.059608,-34.870576,TIRO,NAO IDENTIFICADO,HOMEM CIS,"RUA 81, CORDOARIA - RECIFE/PE",False,False,2.0,2025,8,AGOSTO,2,SÁBADO,3,True,2.0,MADRUGADA,ADULTO,FOGO_CRUZADO
FC-00577,POCO DA PANELA,34.0,2024-10-19 12:12:47,-8.029485,-34.86267,ROUBO,NAO IDENTIFICADO,HOMEM CIS,"RUA 167, POCO DA PANELA - RECIFE/PE",False,False,12.0,2024,10,OUTUBRO,19,SÁBADO,4,True,12.0,TARDE,ADULTO,FOGO_CRUZADO
